File,Original Average Score,Separated Average Score,Subscript Sensitve Average Score,Original Execution Time,Separated Execution Time,Subscript Sensitive Execution Time,Original Top 10 Average Score,Separated Top 10 Average Score,Subscript Sensitive Top 10 Average Score,Original Top 10 Max Score,Separated Top 10 Max Score,Subscript Sensitve Top 10 Max Score,Original Number of Results,Separated Number of Results,Subscript Sensitive Number of Results
MathArticles/wpmath0000012/Fréchet_distance/37.xml,1.0,1.0,1.0,2239.959239959717,1552.7622699737549,2479.274272918701,0.7150063714633677,0.7058397047967009,0.7227976476144768,0.7860805860805861,0.7860805860805861,0.8285714285714285,4380,2686,4863
MathArticles/wpmath0000014/Existential_theory_of_the_reals/13.xml,0.6368464997704042,0.6368464997704042,0.6368464997704042,332.61609077453613,332.62038230896,393.49865913391113,0.6368464997704042,0.6368464997704042,0.6368464997704042,1.0,1.0,1.0,10,10,10
MathArticles/wpmath0000008/Metric_derivative/13.xml,0.6981615527208199,0.6981615527208199,0.6960898488399055,467.8628444671631,467.1940803527832,545.4611778259277,0.6981615527208199,0.6981615527208199,0.6960898488399055,1.0,1.0,1.0,10,10,10
MathArticles/wpmath0000005/Matrix_calculus/313.xml,0.5729863964541516,0.6048526114135938,0.6140896354978925,392.3630714416504,432.9497814178467,456.78019523620605,0.5729863964541516,0.6140896354978925,0.6140896354978925,1.0,1.0,1.0,10,11,10
MathArticles/wpmath0000001/Complex_number/56.xml,1.0,1.0,1.0,1207.714557647705,745.8734512329102,1145.216941833496,0.621504817444219,0.7358826203322948,0.6626190908511254,0.8533653846153846,1.0,1.0,2964,1298,2316
MathArticles/wpmath0000008/Vectorization_(mathematics)/9.xml,0.7178747630093716,0.7178747630093716,0.7170506044714686,499.4630813598633,547.0180511474609,673.2006072998047,0.5485671384599593,0.611060767905964,0.6253558153146286,0.6583463282220104,0.8070189614307262,0.6749374507084387,83,46,71
MathArticles/wpmath0000012/Half-normal_distribution/15.xml,0.8219601562386935,0.8147017025731743,0.8133555487270205,740.2684688568115,435.0512027740479,568.7780380249023,0.5611207810551031,0.6430287382142295,0.6277592042399027,0.6405723905723906,1.0,1.0,556,146,174
MathArticles/wpmath0000014/Rosati_involution/17.xml,1.0,1.0,1.0,407.3038101196289,407.7801704406738,563.4677410125732,1.0,1.0,1.0,1.0,1.0,1.0,1124,1114,1175
MathArticles/wpmath0000003/Group_ring/26.xml,0.666083409493713,0.6753665102276575,0.656798967808372,579.8628330230713,549.0207672119141,493.316650390625,0.666083409493713,0.666083409493713,0.656798967808372,1.0,1.0,1.0,10,12,10
MathArticles/wpmath0000013/Zeta_function_(operator)/1.xml,0.6097196022012887,0.635365721496348,0.6115240239163318,548.9802360534668,517.9851055145264,536.9224548339844,0.6140697136819219,0.6267162747974309,0.6168740098189813,1.0,1.0,1.0,11,12,11
MathArticles/wpmath0000006/Gauge_covariant_derivative/15.xml,0.5610622118161003,0.5416375777670792,0.5595328064215984,625.1239776611328,548.8512516021729,622.5509643554688,0.5344821297810457,0.5367201065743044,0.5459847673006143,1.0,1.0,1.0,21,11,23
MathArticles/wpmath0000009/Dirichlet_algebra/0.xml,1.0,1.0,1.0,4235.97264289856,3731.4884662628174,5496.916770935059,0.8687837227471374,0.8687837227471374,0.8687837227471374,1.0,1.0,1.0,15594,13851,18482
MathArticles/wpmath0000001/Exponential_distribution/28.xml,0.5432320498315035,0.5122516724868629,0.5030309468815682,656.2862396240234,630.9936046600342,724.1804599761963,0.5015825081098209,0.5122516724868629,0.4847853233559152,1.0,1.0,1.0,24,10,16
MathArticles/wpmath0000013/Thin-film_interference/10.xml,0.7447215473528246,0.7013093728624098,0.7274025547519054,5815.526962280273,1051.102638244629,2197.8471279144287,0.536622823172669,0.5716063287158606,0.5473075925975872,0.5774195326278659,0.6579214113181504,0.6167632623224728,6249,742,2013
MathArticles/wpmath0000014/Dagum_distribution/9.xml,0.6223541449393115,0.5972165991424303,0.545794453069701,508.6441040039063,462.46838569641113,466.5699005126953,0.541752899571983,0.5386214321078399,0.5376906896934374,1.0,1.0,1.0,34,20,12
MathArticles/wpmath0000014/Kirchhoff's_diffraction_formula/20.xml,0.4856729933308755,0.5091083551806275,0.4918764638275846,858.9179515838623,784.2726707458496,853.2435894012451,0.4667264661170641,0.4951908790486663,0.4840359513810207,1.0,1.0,1.0,16,12,11
MathArticles/wpmath0000004/Black-body_radiation/67.xml,0.8616192703022283,0.8600689926229184,0.8638180760626779,525.4006385803223,537.5843048095703,467.83947944641113,0.6323571359553402,0.8138487353458068,0.7129466650528962,0.7373298343447598,1.0,1.0,127,32,70
MathArticles/wpmath0000001/Euclidean_space/20.xml,1.0,1.0,1.0,2357.91277885437,1645.9143161773682,2302.809238433838,0.6997193727519304,0.7825828157349896,0.7778686892817327,0.9027777777777776,0.9027777777777776,0.9027777777777776,7505,4754,6571
MathArticles/wpmath0000006/Fresnel_diffraction/25.xml,1.0,1.0,1.0,248.0368614196777,191.4973258972168,287.3845100402832,0.9659420289855072,0.9797619047619048,0.9648148148148148,1.0,1.0,1.0,134,90,147
MathArticles/wpmath0000014/Vaidya_metric/65.xml,0.5821070734709883,0.5869956065385515,0.571570870575185,636.9526386260986,649.6562957763672,601.2108325958252,0.5694002144689688,0.5631739364485419,0.5605472656902222,1.0,1.0,1.0,13,13,11
MathArticles/wpmath0000002/Counting_measure/6.xml,1.0,1.0,1.0,642.4994468688965,627.4902820587158,890.5632495880127,0.9345238095238096,0.9345238095238096,0.9345238095238096,1.0,1.0,1.0,2541,2516,3203
MathArticles/wpmath0000009/Contact_mechanics/29.xml,0.6398920200443436,0.6015540350170887,0.6159278108793997,650.7599353790283,406.4638614654541,499.4409084320069,0.4865517594370623,0.5251773733921674,0.4987381703040804,0.5888888888888889,0.5740740740740741,0.5648148148148149,322,38,90
MathArticles/wpmath0000009/Nakagami_distribution/18.xml,0.8357142857142857,0.8357142857142857,0.8357142857142857,416.0358905792236,413.22851181030273,401.9284248352051,0.7290198412698413,0.7210334102575482,0.7171852764094143,0.8174603174603174,0.8174603174603174,0.8174603174603174,98,46,63
MathArticles/wpmath0000009/Elliptic_boundary_value_problem/64.xml,1.0,1.0,1.0,685.9526634216309,522.4146842956543,566.2400722503662,0.9572368421052632,0.9572368421052632,0.9572368421052632,1.0,1.0,1.0,1757,1482,1678
MathArticles/wpmath0000013/Equilibrium_chemistry/32.xml,0.5163971996816499,0.5234321029219844,0.5255895284745505,564.9466514587402,480.7498455047608,562.6564025878906,0.5163971996816499,0.5197191451745357,0.4950210529684314,1.0,1.0,1.0,10,11,13
MathArticles/wpmath0000013/Lagrangian_mechanics/4.xml,0.7128376141717114,0.6996909413138898,0.7067321036539651,1447.7155208587646,870.7211017608643,1030.1074981689453,0.5541657377981916,0.5653952365489514,0.5468113447175587,0.5926031609665631,0.590400604686319,0.590400604686319,645,195,257
MathArticles/wpmath0000010/Synaptic_augmentation/3.xml,1.0,1.0,1.0,424.0469932556152,517.5333023071289,510.4327201843262,1.0,1.0,1.0,1.0,1.0,1.0,1124,1114,1175
MathArticles/wpmath0000007/Latent_Dirichlet_allocation/36.xml,0.9314264374123528,0.962284540576794,0.9653792912513842,2718.970537185669,783.4148406982422,530.3747653961182,0.4117106870850987,0.4359742739033964,0.5060146100828231,0.4556275820830615,0.4574801587301588,1.0,2885,514,92
MathArticles/wpmath0000007/Cook's_distance/0.xml,0.5648858216435484,0.5519875061466751,0.5400409203479112,627.2177696228027,574.9175548553467,646.8479633331299,0.5366280975911939,0.5519875061466751,0.5393001796071704,1.0,1.0,1.0,16,10,11
MathArticles/wpmath0000004/Verlet_integration/71.xml,1.0,1.0,1.0,1208.0323696136477,703.2864093780518,1196.4943408966064,0.621504817444219,0.7322354054781834,0.6613370395690741,0.8533653846153846,1.0,1.0,2964,1298,2316
MathArticles/wpmath0000005/Matrix_calculus/15.xml,1.0,1.0,1.0,283.60891342163086,287.8096103668213,412.9416942596436,0.8740096618357488,0.8740096618357488,0.8715603864734299,1.0,1.0,1.0,335,317,471
MathArticles/wpmath0000013/Holmgren's_uniqueness_theorem/2.xml,0.7396702287626522,0.6687094066063426,0.6829040334256438,533.7445735931396,448.2510089874268,420.5267429351807,0.5415490275802244,0.5371482086378941,0.5092734600550255,0.7195685670261942,0.5937779433681073,0.578030303030303,89,22,35
MathArticles/wpmath0000003/Von_Neumann_bicommutant_theorem/58.xml,1.0,1.0,1.0,6537.160158157349,2761.9025707244878,3469.868421554565,0.5269092399526766,0.4802158298955341,0.5087107625468374,0.6733333333333333,0.5544444444444445,1.0,9273,3266,3834
MathArticles/wpmath0000005/Thermodynamic_equations/10.xml,1.0,1.0,1.0,371.0978031158447,270.8702087402344,303.9124011993408,0.8307904124860647,0.8825929487179487,0.9100929487179488,1.0,1.0,1.0,434,269,244
MathArticles/wpmath0000002/Forward_contract/27.xml,1.0,1.0,1.0,6337.658882141113,4424.96132850647,6898.721218109131,0.7366396275974239,0.7366396275974239,0.7338535353535354,0.7593103448275862,0.7593103448275862,0.7966666666666666,16189,10667,18482
MathArticles/wpmath0000006/Monochromatic_electromagnetic_plane_wave/32.xml,1.0,1.0,1.0,2477.845430374145,1582.7467441558838,2172.701358795166,0.7040671988388869,0.8085489993098689,0.8033332006158093,0.9027777777777776,1.0,1.0,7505,4754,6571
MathArticles/wpmath0000001/Sedenion/8.xml,0.5615221784172288,0.5602508172970994,0.5646824447696499,591.4885997772217,659.8801612854004,615.3943538665771,0.5416167803575413,0.5460100658516599,0.5575277045922291,1.0,1.0,1.0,16,12,15
MathArticles/wpmath0000006/Stokes_radius/9.xml,0.8615057340087959,0.783129743505028,0.9316022903726708,8204.045295715332,2613.205909729004,4029.441595077514,0.4583840521237554,0.4614465713143796,0.4895021044556745,0.5214285714285714,0.5277380952380952,0.5528857745629898,9640,2702,4328
MathArticles/wpmath0000013/Generalized_normal_distribution/11.xml,1.0,1.0,1.0,2454.22625541687,1778.07354927063,2281.754970550537,0.6997193727519304,0.7825828157349896,0.7778686892817327,0.9027777777777776,0.9027777777777776,0.9027777777777776,7505,4754,6571
MathArticles/wpmath0000011/Abstract_family_of_acceptors/77.xml,1.0,1.0,1.0,508.9223384857178,586.8048667907715,542.1369075775146,0.6536434369320239,0.7515913586327673,0.645440264356673,0.7836601307189544,1.0,1.0,54,43,64
MathArticles/wpmath0000007/Routhian_mechanics/207.xml,0.7328138940986928,0.7328138940986928,0.731238993305042,397.7339267730713,433.4747791290283,434.07678604125977,0.7328138940986928,0.7328138940986928,0.731238993305042,1.0,1.0,1.0,10,10,10
MathArticles/wpmath0000003/Chern–Simons_theory/12.xml,0.4885865121715737,0.4861397143879051,0.4607034263165615,638.9620304107666,699.9213695526123,712.0070457458496,0.4706616188082428,0.4859804952195919,0.4548569815978342,1.0,1.0,1.0,11,12,11
MathArticles/wpmath0000015/Entropy_production/34.xml,1.0,1.0,1.0,428.2853603363037,421.811580657959,432.30676651000977,0.593480875560125,0.6505196160908235,0.7643015873015873,0.6733333333333333,1.0,1.0,122,38,39
MathArticles/wpmath0000007/Random_permutation_statistics/243.xml,0.6654337025933733,0.623782351557843,0.6578900888908282,1048.1600761413574,633.4071159362793,621.074914932251,0.5270645805083026,0.5620566706888162,0.5898986880932979,0.5794223137973138,0.6115529709690894,0.6227375761351052,360,23,35
MathArticles/wpmath0000006/Euler_function/11.xml,0.7648064845710496,0.763352583612673,0.7574393079067417,1337.4090194702148,796.4677810668945,946.9778537750244,0.5787711842870756,0.6062705425652539,0.6139007198640614,0.659711874440498,0.7833074977563841,0.6819249544477985,655,250,295
MathArticles/wpmath0000012/Dynamic_rectangle/6.xml,1.0,1.0,1.0,435.48083305358887,298.598051071167,327.63028144836426,0.755,0.7842307692307692,0.7842307692307692,1.0,1.0,1.0,837,499,499
MathArticles/wpmath0000013/Compatibility_(mechanics)/14.xml,0.9624149659863944,0.9624149659863944,0.9624149659863944,467.6327705383301,441.0293102264404,506.2737464904785,0.8381336798841044,0.8363884970345072,0.8363884970345072,1.0,1.0,1.0,116,57,57
MathArticles/wpmath0000002/Commutative_property/11.xml,0.6717940557956924,0.6717940557956924,0.6684946631710816,387.35318183898926,421.6439723968506,427.4334907531738,0.6774501424501425,0.6774501424501425,0.6774501424501425,1.0,1.0,1.0,17,17,20
MathArticles/wpmath0000002/Column_space/6.xml,0.5675561907652518,0.5412901031585433,0.5412901031585433,861.7184162139893,370.0394630432129,375.0922679901123,0.39241935454668,0.5299171773914623,0.5299171773914623,0.4988095238095238,1.0,1.0,359,12,12
MathArticles/wpmath0000003/Cramér–Rao_bound/54.xml,1.0,1.0,1.0,449.8038291931152,451.6589641571045,499.04823303222656,0.913624927703875,0.9447055137844612,0.8876441102756892,1.0,1.0,1.0,155,131,210
MathArticles/wpmath0000006/Superconformal_algebra/28.xml,1.0,1.0,1.0,527.1883010864258,502.5045871734619,553.8163185119629,0.7940981573908403,0.8879388150609081,0.881357616927633,1.0,1.0,1.0,74,35,62
MathArticles/wpmath0000012/Syncategorematic_term/9.xml,0.8178747665589771,0.8178747665589771,0.8178747665589771,1016.2308216094972,822.1924304962158,934.2336654663086,0.4586535520422505,0.4710114210293991,0.4587301697785477,0.5171097770154374,0.5356346483704975,0.5231534090909091,882,461,719
MathArticles/wpmath0000013/Phase_qubit/31.xml,0.6325286412620699,0.5538545701163691,0.5662998619402937,3773.970365524292,597.1057415008545,719.144344329834,0.4042988580310219,0.4087718759081049,0.4531795156035154,0.5130140692640692,0.459814022923779,0.5644951732161034,891,48,54
MathArticles/wpmath0000016/Hopfield_dielectric/2.xml,0.4447044721233809,0.4416658035648608,0.4405359347788212,559.7171783447266,643.4292793273926,603.630542755127,0.4431495856613737,0.4372333422868072,0.4358434341950012,1.0,1.0,1.0,11,11,11
MathArticles/wpmath0000001/Born–Oppenheimer_approximation/86.xml,1.0,1.0,1.0,6293.932914733887,1875.3085136413572,6910.095453262329,0.7127068544881802,0.6762670312143997,0.7099368686868687,0.7593103448275862,0.8133333333333334,0.7874074074074074,16189,4208,18482
MathArticles/wpmath0000008/Ecosystem_model/1.xml,0.6580802603333534,0.6379192832104088,0.6280923855431622,1152.4372100830078,634.2942714691162,779.9444198608398,0.4838236407558448,0.4900644906229732,0.4794829041560501,0.532554945054945,0.5278709975369458,0.5103896103896104,731,152,220
MathArticles/wpmath0000009/List_of_space_groups/339.xml,1.0,1.0,1.0,758.1841945648193,357.8035831451416,392.2450542449951,0.9017857142857144,0.9017857142857144,0.9017857142857144,0.9017857142857144,0.9017857142857144,0.9017857142857144,1941,691,692
MathArticles/wpmath0000005/Poincaré_metric/20.xml,0.6696700740736926,0.6487312490297905,0.6285335504943319,559.1285228729248,536.3895893096924,549.9296188354492,0.663101784282796,0.6487312490297905,0.6285335504943319,1.0,1.0,1.0,13,11,12
MathArticles/wpmath0000016/Effect_Model_law/28.xml,0.8319125991157453,0.7633337440819776,0.9171044249941772,3585.8075618743896,1190.2620792388916,1747.157335281372,0.5265670946349922,0.5613744450978493,0.5791671910275633,0.6105072463768115,0.6953322040278562,0.7124902419984387,3964,879,1731
MathArticles/wpmath0000013/Super-resolution_microscopy/1.xml,0.5299335927887486,0.5316473606994957,0.5312005965776823,318.45736503601074,333.87231826782227,334.7058296203613,0.5299335927887486,0.5290469708519504,0.5312005965776823,1.0,1.0,1.0,10,11,10
MathArticles/wpmath0000005/Reduced_form/1.xml,1.0,1.0,1.0,1250.401258468628,734.7290515899658,883.920431137085,0.6423905542648664,0.6778283275093689,0.7331629208139617,0.8053571428571429,0.9059803921568628,0.8889622641509434,1204,291,440
MathArticles/wpmath0000013/Range_concatenation_grammars/33.xml,1.0,1.0,1.0,2406.5215587615967,862.4446392059326,2116.312026977539,0.5623339014910157,0.5689540588760036,0.6325950696900353,0.6326190476190476,0.6416666666666666,0.7321739130434782,3355,865,3383
MathArticles/wpmath0000002/Spectral_density/28.xml,1.0,1.0,1.0,4342.483997344971,3805.4428100585938,5547.622680664063,0.8687837227471374,0.8687837227471374,0.8687837227471374,1.0,1.0,1.0,15594,13851,18482
MathArticles/wpmath0000001/Field_(mathematics)/23.xml,0.8902721774193548,0.81557859703021,0.81557859703021,734.3313694000244,515.7053470611572,541.435956954956,0.685908781694496,0.736505376344086,0.6906374497036636,0.75,0.7833333333333333,0.7833333333333333,774,196,335
MathArticles/wpmath0000003/Proper_time/7.xml,1.0,1.0,1.0,5014.551877975464,1696.418285369873,1925.4868030548096,0.7746083980674497,0.7575485988309264,0.6815738003638054,0.8308189655172413,0.8308189655172413,0.8308189655172413,12979,4178,4619
MathArticles/wpmath0000007/Truncated_5-cell/14.xml,0.8434196618621905,0.8434196618621905,0.8434196618621905,533.9300632476807,514.7929191589355,564.9042129516602,0.6727845403846227,0.7359206349206349,0.7359206349206349,0.8335978835978836,0.8335978835978836,0.8335978835978836,45,41,41
MathArticles/wpmath0000002/History_of_geodesy/1.xml,0.8443833559993701,0.8030257215210194,0.8138547663297823,2782.867908477783,1058.5987567901611,1292.3691272735596,0.5105488147851186,0.4980267709999098,0.4887233131307545,0.5932539682539683,0.5436182669789227,0.5347641403979433,3729,1044,1267
MathArticles/wpmath0000012/Yeoh_(hyperelastic_model)/25.xml,0.5786813064753,0.7028766205487795,0.7078678915326975,575.2520561218262,599.5688438415527,602.7708053588867,0.5160366665553379,0.6026229797969411,0.5845813451648351,0.5985103132161955,1.0,1.0,17,18,27
MathArticles/wpmath0000002/Time_value_of_money/40.xml,0.7498329530617112,0.5949642409295681,0.6332083563437325,648.6659049987793,686.110258102417,653.803825378418,0.6061753237278356,0.5949642409295681,0.5681981360370356,0.749646846963423,1.0,1.0,51,10,20
MathArticles/wpmath0000009/Template_Elastic_moduli/8.xml,1.0,1.0,1.0,1045.8996295928955,1001.74880027771,1324.087381362915,0.8381174089068826,0.930288624787776,0.8913516746411483,1.0,1.0,1.0,2581,2172,3023
MathArticles/wpmath0000004/Curvilinear_coordinates/40.xml,0.900074437602228,0.8550158669418466,0.8615056737064836,2452.2647857666016,1360.9271049499512,1754.197359085083,0.5788792205511933,0.5823621676672562,0.5895145304511359,0.6407464607464608,0.644147465437788,0.6997444831591173,2045,820,1096
MathArticles/wpmath0000012/File_CrystalBallFunction.gif/3.xml,1.0,1.0,1.0,2518.817901611328,1696.8061923980713,2205.591917037964,0.6997193727519304,0.7825828157349896,0.7778686892817327,0.9027777777777776,0.9027777777777776,0.9027777777777776,7505,4754,6571
MathArticles/wpmath0000001/Maxwell's_equations/178.xml,0.6522727487298805,0.7992257513063983,0.7992257513063983,436.1329078674317,464.51568603515625,454.0212154388428,0.569392032405247,0.7197160354595171,0.7197160354595171,1.0,1.0,1.0,33,21,20
MathArticles/wpmath0000014/Classical_Cepheid_variable/6.xml,0.7065777862344842,0.7083594810741173,0.710275930777989,2811.176300048828,800.590991973877,928.1432628631592,0.5038953965924675,0.4855463045347612,0.4902321708958383,0.5295520451770452,0.5191948154600594,0.5380889161220043,1035,93,184
MathArticles/wpmath0000016/Finite_volume_method_for_unsteady_flow/15.xml,0.4920183492622386,0.5409649268242214,0.4946077781726213,523.4935283660889,613.3346557617188,548.3713150024414,0.4734003369103211,0.525722427333918,0.4946077781726213,1.0,1.0,1.0,11,14,10
MathArticles/wpmath0000008/Courant_bracket/15.xml,0.5354042859768938,0.5248586851543818,0.5519133136069263,602.3714542388916,640.1827335357666,540.3544902801514,0.5016089008908335,0.4891614790798602,0.5422114664757266,1.0,1.0,1.0,31,21,11
MathArticles/wpmath0000001/Laplace_transform/109.xml,0.7464565676623193,0.6991785871063231,0.7050071036321818,1643.522024154663,802.4258613586426,787.4338626861572,0.4647951291814291,0.5294330362083041,0.482220363952435,0.5181275221953188,0.5911904761904762,0.5761178369652946,1921,445,528
MathArticles/wpmath0000003/Density_of_air/20.xml,1.0,1.0,1.0,1892.8563594818115,1027.695655822754,1729.0868759155271,0.8057500682500682,0.8231689377965974,0.7990946546981029,1.0,1.0,1.0,7505,2611,5158
MathArticles/wpmath0000002/Bode_plot/32.xml,1.0,1.0,1.0,6541.177749633789,4406.412124633789,5135.608196258545,0.7399729609307572,0.7399729609307572,0.7399729609307572,0.7593103448275862,0.7593103448275862,0.7593103448275862,16189,10667,11907
MathArticles/wpmath0000009/Clutter_(radar)/18.xml,0.639623532843901,0.6220298682697916,0.5921231365977735,6011.6868019104,892.1647071838379,840.1551246643066,0.4027921208659334,0.4344482170087382,0.4392599214608305,0.4989400584795321,0.5484584530651342,0.5484584530651342,4390,362,274
MathArticles/wpmath0000006/Situation_calculus/2.xml,1.0,1.0,1.0,2142.711639404297,1213.1173610687256,1686.6629123687744,0.5400418631352097,0.4916738857106285,0.4558661037602501,0.6196581196581197,0.5595959595959596,0.5595959595959596,3355,1514,2054
MathArticles/wpmath0000009/Céa's_lemma/142.xml,0.5545328400769228,0.5734415743026537,0.5656798418168981,482.07831382751465,545.7813739776611,570.5063343048096,0.5462552031839014,0.555338930528267,0.5537849964800561,1.0,1.0,1.0,11,11,11
MathArticles/wpmath0000012/Partial_molar_property/28.xml,0.7782173779697403,0.7782173779697403,0.7895966018242004,424.7028827667236,471.2991714477539,448.331356048584,0.7309143058863076,0.7677875166195929,0.7069848285500233,1.0,1.0,1.0,19,17,19
MathArticles/wpmath0000016/Intersection_(Euclidean_geometry)/78.xml,0.5507415445777669,0.5361455477796889,0.5599249459070126,470.6759452819824,501.5349388122559,483.5996627807617,0.5284194261099634,0.5361455477796889,0.5188607880259851,1.0,1.0,1.0,18,10,13
MathArticles/wpmath0000001/Metropolis–Hastings_algorithm/17.xml,0.5537584419597077,0.5499458285673327,0.5626298492166705,581.6407203674316,538.306474685669,617.9444789886475,0.5187452762205965,0.5079332003822031,0.5398658622148023,1.0,1.0,1.0,16,20,17
MathArticles/wpmath0000004/Adiabatic_theorem/40.xml,1.0,1.0,1.0,515.8431529998779,251.33299827575684,354.1719913482666,0.8694444444444445,0.9555555555555556,0.9555555555555556,1.0,1.0,1.0,856,249,250
MathArticles/wpmath0000016/Lorentz-violating_electrodynamics/39.xml,1.0,1.0,1.0,780.6150913238525,577.0914554595947,665.1887893676758,0.8962719298245613,0.8962719298245613,0.8962719298245613,0.9027777777777776,0.9027777777777776,0.9027777777777776,1757,1482,1678
MathArticles/wpmath0000014/Naor-Reingold_Pseudorandom_Function/50.xml,0.4129393661950125,0.4136003202585484,0.4323440082482989,767.601728439331,784.8660945892334,868.182897567749,0.4029470790211938,0.4136003202585484,0.4323440082482989,1.0,1.0,1.0,11,10,10
MathArticles/wpmath0000008/Space_(mathematics)/8.xml,1.0,1.0,1.0,455.7373523712158,500.8041858673096,550.8708953857422,0.7228934998968816,0.7793815951349768,0.700213283199945,1.0,1.0,1.0,99,63,100
MathArticles/wpmath0000010/Padua_points/31.xml,1.0,1.0,1.0,1114.0480041503906,626.3296604156494,842.1337604522705,0.5032190657055486,0.5338588579234453,0.4998762021177332,0.5878787878787879,0.6851851851851851,0.6129629629629629,1204,155,535
MathArticles/wpmath0000014/Local_Elevation/5.xml,0.6217091017459211,0.5715648690029972,0.5545029352364808,625.8828639984131,531.0966968536377,553.7323951721191,0.4804153848191665,0.4937018447073361,0.458772614855899,0.532608695652174,0.5308988764044944,0.52,139,20,20
MathArticles/wpmath0000013/Alan_M._Frieze/14.xml,0.7308561772140472,0.6678186558154325,0.7469242193976237,218.69468688964844,312.7894401550293,219.210147857666,0.5725621742194483,0.6657822359357497,0.6860085660736571,0.7168238993710692,1.0,1.0,29,11,30
MathArticles/wpmath0000006/Interleave_sequence/1.xml,1.0,1.0,1.0,5133.422374725342,4569.9143409729,1171.959400177002,0.5789260296882248,0.5789260296882248,0.6268180199430199,0.6025337837837837,0.6025337837837837,0.7033653846153846,15594,13851,2122
MathArticles/wpmath0000004/Adiabatic_theorem/10.xml,0.9616161616161616,0.9616161616161616,0.9616161616161616,422.6219654083252,422.9731559753418,527.1246433258057,0.672687821772769,0.6302668313674199,0.8024291697462429,0.8078947368421052,0.8,0.8242424242424242,196,44,321
MathArticles/wpmath0000014/Orbital_angular_momentum_of_light/25.xml,0.8072580866572742,0.7713698503049683,0.7742369280288549,561.4221096038818,577.728271484375,609.4648838043213,0.6424673111306302,0.6508311107793866,0.5986077493704067,0.7476190476190476,0.7476190476190476,0.7476190476190476,99,30,55
MathArticles/wpmath0000004/Muzzle_energy/0.xml,0.8130000000000001,0.8130000000000001,0.823156862745098,7358.296871185303,1251.823663711548,1222.2115993499756,0.5619884367246203,0.4975852486023686,0.4891393202923959,0.6799999999999999,0.6196428571428572,0.5962686567164179,13021,1654,1355
MathArticles/wpmath0000007/Zero_differential_overlap/2.xml,0.6665760981295699,0.6549855496611362,0.6680507355810982,1284.757375717163,672.0554828643799,852.7579307556152,0.4833755450550206,0.4737480448294325,0.484504109900857,0.518673273907264,0.5272463151927438,0.5609725371630134,922,287,489
MathArticles/wpmath0000013/Indefinite_sum/16.xml,0.9379028180964848,0.8800475815621621,0.8659840135512257,596.3432788848877,486.356258392334,484.5898151397705,0.795392245515919,0.8574161924834046,0.8081256021213857,0.8866248693834902,1.0,1.0,173,11,17
MathArticles/wpmath0000006/Verma_module/78.xml,0.6914373529726824,0.6640668241929383,0.6751740276386548,1631.8740844726562,757.5621604919434,628.2260417938232,0.5234347902780138,0.5145233426157468,0.5671522153715137,0.5706622790868925,0.5740079365079365,0.6744681437389771,935,162,77
MathArticles/wpmath0000007/Schoof's_algorithm/61.xml,1.0,1.0,1.0,1695.6429481506348,1463.2878303527832,1978.471040725708,0.8393560606060606,0.8786363636363637,0.8077771503858461,1.0,1.0,1.0,4261,3443,4863
MathArticles/wpmath0000010/Timoshenko_beam_theory/75.xml,1.0,1.0,1.0,1670.767307281494,1394.8588371276855,2021.5768814086916,0.8393560606060606,0.8786363636363637,0.8077771503858461,1.0,1.0,1.0,4261,3443,4863
MathArticles/wpmath0000005/Mittag-Leffler_function/3.xml,0.5623204570310987,0.558839960320551,0.5623601279016682,633.6359977722168,687.7117156982422,566.5671825408936,0.556187182809553,0.558839960320551,0.5501664244579648,1.0,1.0,1.0,13,10,11
MathArticles/wpmath0000001/Product_of_rings/1.xml,0.5919529833596076,0.596067990419908,0.5941572493472214,311.9616508483887,249.9639987945557,299.32355880737305,0.5404324091901024,0.5926773532792708,0.5730142640299091,1.0,1.0,1.0,16,12,12
MathArticles/wpmath0000001/Uniform_continuity/26.xml,1.0,1.0,1.0,266.8778896331787,217.5002098083496,228.84154319763184,0.9625,1.0,0.893969298245614,1.0,1.0,1.0,100,99,152
MathArticles/wpmath0000007/Weak_formulation/23.xml,1.0,1.0,1.0,1232.0613861083984,655.5569171905518,727.400541305542,0.5087148951199707,0.6491001797766138,0.6574928850507977,0.6084415584415584,0.8264896867838044,0.812702922077922,942,342,434
MathArticles/wpmath0000005/Villarceau_circles/1.xml,0.6875765514599989,0.6643279007705565,0.6429443864830493,1528.1128883361816,734.3552112579346,698.920726776123,0.4847530426853705,0.4873113534185658,0.4844048723741367,0.5360833333333334,0.5354166666666667,0.5354166666666667,561,72,53
MathArticles/wpmath0000012/Polynomial_code/66.xml,1.0,1.0,1.0,219.44713592529297,193.8462257385254,214.13421630859372,1.0,1.0,1.0,1.0,1.0,1.0,52,52,56
MathArticles/wpmath0000004/Valuation_ring/8.xml,1.0,1.0,1.0,283.6322784423828,218.74594688415527,217.67258644104004,0.8257268424611224,0.9568627450980391,0.9568627450980391,1.0,1.0,1.0,15,12,13
MathArticles/wpmath0000006/Circle_bundle/5.xml,1.0,1.0,1.0,470.477819442749,449.53036308288574,634.6428394317627,1.0,1.0,1.0,1.0,1.0,1.0,1124,1114,1175
