B+ Execution Time (ms),Secondary Execution Time (ms),B+ Avg Score,Sec Avg Score,B+ Max Score,Sec Max Score,Number of Operators,File
259.00983810424805,8382.644414901733,1,1,1,1,2,./../../Downloads/dataset_full/dataset_full/math/1029813/question/4.xml
157.18626976013184,717.6065444946289,0.5179248403291272,0.5984270819604304,1,1,6,./../../Downloads/dataset_full/dataset_full/math/1029813/question/6.xml
117.91300773620605,761.2159252166748,0.5737777549664643,0.6521835315878561,1,1,4,./../../Downloads/dataset_full/dataset_full/math/1029813/question/8.xml
89.14852142333984,1100.2702713012695,0.6502678571428571,0.7575045787545788,1,1,4,./../../Downloads/dataset_full/dataset_full/math/1029813/question/9.xml
1992.1550750732422,8103.156328201294,1,1,1,1,1,./../../Downloads/dataset_full/dataset_full/math/1030204/question/3.xml
256.8049430847168,13872.5004196167,1,1,1,1,6,./../../Downloads/dataset_full/dataset_full/math/1034156/question/1.xml
381.3462257385254,14024.621486663818,1,1,1,1,6,./../../Downloads/dataset_full/dataset_full/math/1034156/question/2.xml
1282.013177871704,14848.353862762451,1,1,1,1,6,./../../Downloads/dataset_full/dataset_full/math/1034156/question/3.xml
738.0251884460449,4271.439790725708,1,1,1,1,5,./../../Downloads/dataset_full/dataset_full/math/1038340/question/1.xml
466.66836738586426,4631.240129470825,0.7017661505063992,0.8434259259259259,1,1,3,./../../Downloads/dataset_full/dataset_full/math/1038340/question/2.xml
420.6960201263428,4697.340965270996,0.7112587326753479,0.8485253456221198,1,1,3,./../../Downloads/dataset_full/dataset_full/math/1038340/question/3.xml
157.44829177856445,4138.39316368103,0.9246031746031746,1,1,1,3,./../../Downloads/dataset_full/dataset_full/math/10400/question/1.xml
731.6725254058838,4832.875967025757,0.8869959244959245,1,1,1,2,./../../Downloads/dataset_full/dataset_full/math/10400/question/3.xml
299.81541633605957,352.60891914367676,1,1,1,1,1,./../../Downloads/dataset_full/dataset_full/math/10400/question/4.xml
167.10138320922852,1803.0025959014893,0.5360835300771666,0.6758119387815782,1,1,5,./../../Downloads/dataset_full/dataset_full/math/10400/question/5.xml
78.61089706420898,1320.0576305389404,0.6616999263580415,0.9182271432271433,1,1,6,./../../Downloads/dataset_full/dataset_full/math/10400/question/6.xml
175.02951622009277,9887.794733047485,0.9850529100529101,0.9520643756416114,1,1,3,./../../Downloads/dataset_full/dataset_full/math/1040128/question/0.xml
2822.441339492798,8384.29594039917,1,1,1,1,1,./../../Downloads/dataset_full/dataset_full/math/1040128/question/1.xml
171.21458053588867,5245.664358139038,0.5496143784268226,0.7134142983354326,1,1,9,./../../Downloads/dataset_full/dataset_full/math/1040314/question/1.xml
53.1010627746582,123.79240989685059,0.9092261904761905,1,1,1,1,./../../Downloads/dataset_full/dataset_full/math/1040314/question/17.xml
130.1717758178711,1783.116340637207,0.6317783816425121,0.7777664859981933,1,1,4,./../../Downloads/dataset_full/dataset_full/math/1040314/question/19.xml
1358.4849834442139,3958.43768119812,0.9912698412698413,1,1,1,1,./../../Downloads/dataset_full/dataset_full/math/1040314/question/2.xml
1074.1016864776611,3783.0841541290283,0.7666245791245792,0.8603745791245792,1,1,1,./../../Downloads/dataset_full/dataset_full/math/1040314/question/20.xml
165.85946083068848,5835.439205169678,0.5466069426411516,0.6829478377490426,1,1,10,./../../Downloads/dataset_full/dataset_full/math/1040314/question/4.xml
182.9845905303955,6237.329721450806,0.5471994666616457,0.6486674566736093,1,1,13,./../../Downloads/dataset_full/dataset_full/math/1040314/question/6.xml
146.05236053466797,10547.610759735107,0.5235730894434253,0.6803041591341028,1,1,5,./../../Downloads/dataset_full/dataset_full/math/1040314/question/7.xml
386.42001152038574,518.0296897888184,0.9913194444444444,1,1,1,1,./../../Downloads/dataset_full/dataset_full/math/1040477/question/0.xml
364.43352699279785,803.3111095428467,0.9010416666666666,0.9010416666666666,1,1,1,./../../Downloads/dataset_full/dataset_full/math/104270/question/0.xml
222.9316234588623,843.6369895935059,0.7106684981684982,0.693219696969697,1,1,2,./../../Downloads/dataset_full/dataset_full/math/104270/question/1.xml
343.212366104126,773.3216285705566,1,1,1,1,1,./../../Downloads/dataset_full/dataset_full/math/104270/question/3.xml
363.8906478881836,820.9958076477051,1,1,1,1,1,./../../Downloads/dataset_full/dataset_full/math/104270/question/4.xml
142.7474021911621,5261.2974643707275,0.48903315433564115,0.5748382001368777,1,1,11,./../../Downloads/dataset_full/dataset_full/math/10490/question/0.xml
308.68077278137207,196.47908210754395,1,1,1,1,1,./../../Downloads/dataset_full/dataset_full/math/10490/question/1.xml
199.89442825317383,1000.0162124633789,1,1,1,1,2,./../../Downloads/dataset_full/dataset_full/math/105107/question/1.xml
165.07625579833984,172.6372241973877,1,1,1,1,1,./../../Downloads/dataset_full/dataset_full/math/105107/question/3.xml
1163.4526252746582,5814.424991607666,0.8027998469252339,1,1,1,3,./../../Downloads/dataset_full/dataset_full/math/1052870/question/0.xml
671.5800762176514,11616.791009902954,1,1,1,1,3,./../../Downloads/dataset_full/dataset_full/math/1052870/question/1.xml
700.4587650299072,11899.664640426636,1,1,1,1,3,./../../Downloads/dataset_full/dataset_full/math/1052870/question/2.xml
2178.7657737731934,11297.73211479187,1,1,1,1,2,./../../Downloads/dataset_full/dataset_full/math/1052870/question/3.xml
2145.930290222168,11202.922105789185,1,1,1,1,2,./../../Downloads/dataset_full/dataset_full/math/1052870/question/4.xml
662.8148555755615,11553.236961364746,1,1,1,1,3,./../../Downloads/dataset_full/dataset_full/math/105330/question/0.xml
647.7358341217041,11626.831531524658,1,1,1,1,3,./../../Downloads/dataset_full/dataset_full/math/105330/question/1.xml
664.7024154663086,11661.393404006958,1,1,1,1,3,./../../Downloads/dataset_full/dataset_full/math/105330/question/2.xml
554.3596744537354,7002.065658569336,0.6441650621036551,0.776202612637838,1,1,5,./../../Downloads/dataset_full/dataset_full/math/105330/question/3.xml
2699.50270652771,8408.734321594238,1,1,1,1,1,./../../Downloads/dataset_full/dataset_full/math/1054719/question/0.xml
129.14228439331055,116.82248115539551,1,1,1,1,1,./../../Downloads/dataset_full/dataset_full/math/1055501/question/0.xml
734.2298030853271,4896.858692169189,0.8148638642059695,0.8208017248785152,1,1,2,./../../Downloads/dataset_full/dataset_full/math/1055538/question/0.xml
