B+ Execution Time (ms),B Execution Time (ms),B+ Avg Score,B Avg Score,B+ Max Score,B Max Score,Number of Operators,File
563.4541511535645,532.6073169708252,0.7065561107205884,0.7065561107205884,1,1,7,./../../Downloads/dataset_full/dataset_full/math/1024280/question/12.xml
2475.071907043457,2491.457462310791,0.9455555555555555,0.9455555555555555,1,1,2,./../../Downloads/dataset_full/dataset_full/math/1024280/question/2.xml
2341.3710594177246,2323.719263076782,1,1,1,1,2,./../../Downloads/dataset_full/dataset_full/math/1024280/question/3.xml
94.79951858520508,109.37094688415527,0.6459320273045763,0.6459320273045763,1,1,5,./../../Downloads/dataset_full/dataset_full/math/1024280/question/4.xml
2505.279064178467,2489.5222187042236,0.8984159790042143,0.8984159790042143,1,1,4,./../../Downloads/dataset_full/dataset_full/math/1024280/question/5.xml
2630.7930946350098,2567.800760269165,0.8268627450980393,0.8268627450980393,1,1,4,./../../Downloads/dataset_full/dataset_full/math/1024280/question/6.xml
955.080509185791,955.0082683563232,0.8137939094556742,0.8137939094556742,1,1,3,./../../Downloads/dataset_full/dataset_full/math/1024280/question/7.xml
610.2504730224609,596.5580940246582,0.7278382776011503,0.7278382776011503,1,1,5,./../../Downloads/dataset_full/dataset_full/math/1024280/question/8.xml
265.6285762786865,282.3491096496582,0.6820183360700602,0.6820183360700602,1,1,3,./../../Downloads/dataset_full/dataset_full/math/1024280/question/9.xml
1915.0097370147705,1911.062240600586,0.9903549382716049,0.9903549382716049,1,1,1,./../../Downloads/dataset_full/dataset_full/math/1025690/question/4.xml
2725.677251815796,2722.797155380249,0.7552350427350427,0.7552350427350427,1,1,1,./../../Downloads/dataset_full/dataset_full/math/1025690/question/5.xml
2755.6393146514893,2757.312059402466,1,1,1,1,1,./../../Downloads/dataset_full/dataset_full/math/10274/question/1.xml
674.7081279754639,720.3774452209473,1,1,1,1,1,./../../Downloads/dataset_full/dataset_full/math/10274/question/2.xml
1955.4898738861084,1941.2322044372559,1,1,1,1,1,./../../Downloads/dataset_full/dataset_full/math/102849/question/10.xml
